movie_id,title,genres,tmdb_id,overview,poster_path,release_date,runtime,budget,revenue,keywords,cast,director

1202,Maybe... Maybe Not,Comedy,159,The heterosexual man Axel is thrown out of his girlfriends home for cheating and ends up moving in with a gay man. Axel learns the advantages of living with gay men even though they are attracted to him and when his girlfriend wants him back he must make a tough decision.,https://image.tmdb.org/t/p/w500/2TcZBHcseRXLxNq2RXnKIsbKZwi.jpg,1994-10-05,94,0,0,"['sexual identity', 'infidelity', 'friendship', 'waitress', 'transvestism', 'cologne, germany', 'drag queen', 'support group', 'diashow', 'lgbt']","['Til Schweiger', 'Katja Riemann', 'Joachim Król', 'Rufus Beck', 'Armin Rohde']",Sönke Wortmann
1203,Top Hat,Comedy|Musical|Romance,3080,"Showman Jerry Travers is working for producer Horace Hardwick in London. Jerry demonstrates his new dance steps late one night in Horace's hotel room, much to the annoyance of sleeping Dale Tremont below. She goes upstairs to complain and the two are immediately attracted to each other. Complications arise when Dale mistakes Jerry for Horace.",https://image.tmdb.org/t/p/w500/qoPBiN6PBs2NsP7BNOJGCnmwruG.jpg,1935-08-29,101,609000,3202000,"['dancing', 'dance', 'london, england', 'venice, italy', 'mistaken identity', 'musical', 'tap dancing', 'stage show', 'based on play or musical', 'fashion designer', 'singing', 'black and white', 'fashion', 'valet', 'rapier', 'song and dance']","['Fred Astaire', 'Ginger Rogers', 'Edward Everett Horton', 'Erik Rhodes', 'Eric Blore']",Mark Sandrich
1204,To Be or Not to Be,Comedy|Drama|War,198,"During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",https://image.tmdb.org/t/p/w500/dDQRpEoyjHT4fzw9cNklIvZuXYg.jpg,1942-03-05,99,1200000,1500000,"['infidelity', 'london, england', 'airplane', 'nazi', 'love triangle', 'espionage', 'warsaw ghetto', 'jewish ghetto', 'polish resistance', 'parachuting', 'military officer', 'world war ii', 'dark comedy', 'adolf hitler', 'gay theme', 'theater']","['Carole Lombard', 'Jack Benny', 'Robert Stack', 'Felix Bressart', 'Lionel Atwill']",Ernst Lubitsch
1205,The Secret Agent,Drama,47199,"In 1880s London, pornographic bookseller Verloc is a double agent for the Russian government, providing information to Chief Inspector Heat about a lazy anarchist organization. In order for the anarchists to be arrested, an act of terrorism must occur. So Verloc decides to set up bombs – which leads to tragedy – not only for himself but also for his family, including wife Winnie and brother-in-law, Stevie.",https://image.tmdb.org/t/p/w500/6DO2BO3qp5QAyd91se4h22qifj.jpg,1996-11-08,95,0,0,"['mentally disabled', 'bomb', 'wife', 'brother-in-law', 'police inspector', 'greenwich london', 'older husband', 'shop owner']","['Bob Hoskins', 'Patricia Arquette', 'Jim Broadbent', 'Christian Bale', 'Gérard Depardieu']",Christopher Hampton
1206,Amos & Andrew,Comedy,31000,"When Andrew Sterling, a successful black urbanite writer, buys a vacation home on a resort in New England the police mistake him for a burglar. After surrounding his home with armed men, Chief Tolliver realizes his mistake and to avoid the bad publicity offers a thief in his jail, Amos Odell a deal.",https://image.tmdb.org/t/p/w500/IdhtO8iqvmyEJtcjThthZPOiaV.jpg,1993-03-05,96,0,9745803,"['press', 'bad cop']","['Samuel L. Jackson', 'Nicolas Cage', 'Michael Lerner', 'Margaret Colin', 'Dabney Coleman']",E. Max Frye
1207,Jade,Thriller,11863,"When a prominent art dealer is found murdered, the man's death leads to an intriguing investigation steeped in sex, corruption and crime. District Attorney David Corelli gets assigned to the case and discovers that a key suspect is his ex-lover Katrina Gavin, a beautiful psychologist who has settled down with his old friend and peer. As Corelli gets deeper into the case, he uncovers dark secrets with far-reaching implications.",https://image.tmdb.org/t/p/w500/8KWiZKDYpAgh8n27lanvTuDquyX.jpg,1995-10-13,95,50000000,9851610,"['adultery', 'call girl', 'san francisco, california', 'sexuality', 'blackmail', 'investigation', 'seduction', 'murder', 'serial killer', 'prostitution', 'erotic thriller']","['David Caruso', 'Linda Fiorentino', 'Chazz Palminteri', 'Richard Crenna', 'Michael Biehn']",William Friedkin
1208,Kiss of Death,Crime|Drama|Thriller,6071,"Jimmy Kilmartin is an ex-con trying to stay clean and raise a family. When his cousin Ronnie causes him to take a fall for driving an illegal transport of stolen cars, Detective Calvin Hart is injured and Jimmy lands back in prison. In exchange for an early release, he is asked to help bring down a local crime boss named 'Little Junior' Brown. However, he's also sent undercover by Detective Hart to work with Little Junior and infiltrate his operations. As soon as Little Junior kills an undercover Federal agent with Jimmy watching, the unscrupulous DA and the Feds further complicate his life.",https://image.tmdb.org/t/p/w500/h9E0Sz9VCVTwPEIsg9pr7hnFJ9w.jpg,1995-04-21,101,40000000,14942422,"['prison', 'new york city', 'undercover agent', 'gangster', 'psychopath', 'paranoia', 'witness protection', 'remake', 'revenge', 'murder', 'organized crime', 'recovering alcoholic', 'federal agent', 'hoodlum', 'undercover operation', 'neo-noir']","['David Caruso', 'Nicolas Cage', 'Samuel L. Jackson', 'Helen Hunt', 'Kathryn Erbe']",Barbet Schroeder
1209,Mixed Nuts,Comedy,24070,The events of a crisis hotline business on one crazy night during the Christmas holidays.,https://image.tmdb.org/t/p/w500/rI5oZR0ov3ki72Gy1QDM8XJ43mo.jpg,1994-12-21,97,15000000,0,"['holiday', 'slapstick comedy', 'remake', 'rollerblades', 'cross dresser', 'woman director', 'suicide hotline', 'christmas']","['Steve Martin', 'Madeline Kahn', 'Rita Wilson', 'Juliette Lewis', 'Anthony LaPaglia']",Nora Ephron
1210,Virtuosity,Sci-Fi|Thriller,9271,"The Law Enforcement Technology Advancement Centre (LETAC) has developed SID version 6.7: a Sadistic, Intelligent, and Dangerous virtual reality entity which is synthesized from the personalities of more than 150 serial killers, and only one man can stop him.",https://image.tmdb.org/t/p/w500/rLQh1tZZoiMRUKwNk92jHTaIClP.jpg,1995-08-04,106,30000000,24048000,"['android', 'artificial intelligence (a.i.)', 'computer program', 'video game', 'virtual reality', 'nanotechnology', 'hologram', 'ex-cop', 'visual effect', 'serial killer', 'cyberpunk', 'los angeles, california', 'police training', 'good versus evil']","['Denzel Washington', 'Russell Crowe', 'Kelly Lynch', 'Alanna Ubach', 'William Forsythe']",Brett Leonard
1211,Blue Sky,Drama|Romance,57834,"Hank Marshall is a tough, square-jawed, straitlaced Army engineer and nuclear science expert, assigned to help conduct weapons testing in 1950s America. Hank has become a thorn in the side of the Army, though, for a couple of very different reasons. He is an outspoken opponent of atmospheric testing, though his superiors hold contrary views and want to squelch his concerns...and his reports. The other problem is his wife, Carly. She is voluptuous and volatile, wreaking havoc in his personal life and stirring up intrigue at each new Army base.",https://image.tmdb.org/t/p/w500/zG40OnO4Y98lo1iDHyFo5TaZyP1.jpg,1994-09-16,101,0,0,"['husband wife relationship', 'alabama', 'nuclear missile', 'hand grenade', 'military base', 'atomic bomb test', 'nymphomaniac', 'dysfunctional marriage', 'mental illness', '1950s', 'flirtatious woman', 'mentally unstable', 'wife cheating on husband', 'openly flirtatious wife']","['Jessica Lange', 'Tommy Lee Jones', 'Powers Boothe', 'Carrie Snodgress', 'Amy Locane']",Tony Richardson
1212,Flesh and Bone,Drama|Mystery|Romance,18551,"Haunted by memories of his father murdering a family, Arlis Sweeney prefers to keep to himself, focusing his energy on his work. One day, the traumatic past that eats away at him returns when he meets Kay Davies, a woman connected to the bloody event. Against all odds, Arlis and Kay fall in love; however, when his father, Roy, reappears in his life -- with the coldhearted Ginnie in tow -- Arlis must deal with his past demons.",https://image.tmdb.org/t/p/w500/gNaZSODlVRiQltGWjS8vQZEYJTq.jpg,1993-11-05,126,0,9709451,"['small town', 'gambling', 'texas', 'abusive father', 'roadhouse', 'romance', 'murder', 'burglary', 'home invasion', 'confrontation', 'married woman', 'grifter', 'haunted by the past', 'vending machine', 'solitary', 'country folk', 'murder of family', 'unlikely romance', 'chance encounter', 'criminal father']","['Meg Ryan', 'Dennis Quaid', 'James Caan', 'Gwyneth Paltrow', 'Julia McNeal']",Steve Kloves
1213,Guilty as Sin,Crime|Drama|Thriller,4916,"Before a criminal lawyer knows what has happened, she is forced to defend a wife killer she knows is guilty.",https://image.tmdb.org/t/p/w500/a5b53cYM23bUA7OyoNyDtIJ38kc.jpg,1993-06-04,107,0,22886222,"['odvjetnik', 'đavo']","['Rebecca De Mornay', 'Don Johnson', 'Stephen Lang', 'Jack Warden', 'Dana Ivey']",Sidney Lumet
1214,In the Realm of the Senses,Drama,5879,"A passionate telling of the story of Sada Abe, a woman whose affair with her master led to an obsessive and ultimately destructive sexual relationship.",https://image.tmdb.org/t/p/w500/qrqK8wbk9bFPM0xvrIX0WckGUpl.jpg,1976-09-15,105,0,0,"['japan', 'pornography', 'jealousy', 'geisha', 'brothel', 'sake', 'longing', 'deceived wife', 'based on true story', 'sadomasochism', 'mistress', 'prostitution', 'nymphomania', '1930s', 'depravation', 'sex', 'penis mutilation', 'erotic asphyxiation']","['Eiko Matsuda', 'Tatsuya Fuji', 'Aoi Nakajima', 'Yasuko Matsui', 'Meika Seri']",Nagisa Ōshima
1215,Barb Wire,Action|Sci-Fi,11867,"A sexy nightclub owner, Barb Wire moonlights as a mercenary in Steel Harbor, one of the last free zones in the now fascist United States. When scientist Cora Devonshire wanders into Barb's establishment, she gets roped into a top-secret government plot involving biological weapons. Soon Barb is reunited with her old flame Axel Hood, who is now Cora's husband and a guerrilla fighter, resulting in plenty of tense action.",https://image.tmdb.org/t/p/w500/jW5TLptY7PL1Mllq1g1uMjwXLXT.jpg,1996-05-02,98,9000000,3793614,"['bounty hunter', 'civil war', 'dystopia', 'based on comic', 'obesity', 'b movie', 'scientist bar', 'electrical torture', 'pretending to be a prostitute', 'pressure washer', '2010s', 'female bounty hunter', 'hilarious']","['Pamela Anderson', 'Temuera Morrison', 'Victoria Rowell', 'Jack Noseworthy', 'Udo Kier']",David Hogan
1216,Kissed,Romance,21626,"Over the years, a child's romantic ideals about death blossom into necrophilia, the study of embalming and the most profound relationship of her life.",https://image.tmdb.org/t/p/w500/sLHamI4Qrtg1YyUVsMbh1diCAyg.jpg,1996-09-07,78,0,0,"['necrophilia', 'woman director', 'philosophical', 'romantic']","['Molly Parker', 'Peter Outerbridge', 'Jay Brazeau', 'Natasha Morley', 'Jessie Winter Mudie']",Lynne Stopkewich
1217,Assassins,Thriller,9691,"Assassin Robert Rath arrives at a funeral to kill a prominent mobster, only to witness a rival hired gun complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders, Rath decides to take one last job and then return to civilian life. But finding his way out of the world of contract killing grows ever more dangerous as Rath falls for his female target and becomes a marked man himself.",https://image.tmdb.org/t/p/w500/kgqS4jn60E8UIExfceMUExB3ZKK.jpg,1995-10-06,132,50000000,30303072,"['rescue', 'central intelligence agency (cia)', 'hitman', 'cat', 'bank', 'mexican standoff', 'seattle, washington', 'mission of murder', 'hidden camera', 'rivalry', 'shootout', 'police chase', 'sniper rifle', 'detroit, michigan', 'silencer', 'double cross', 'caribbean sea']","['Sylvester Stallone', 'Antonio Banderas', 'Julianne Moore', 'Anatoli Davydov', 'Muse Watson']",Richard Donner
1218,Friday,Comedy,10634,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.",https://image.tmdb.org/t/p/w500/2lReF53F8trkC68piGSfk0JVwWU.jpg,1995-04-26,91,3500000,28200000,"['drug dealer', 'rap music', 'parent child relationship', 'rapper', 'male friendship', 'urban life', 'slacker', 'pot smoking', 'bully', 'marijuana', 'los angeles, california', 'drugs', 'hilarious']","['Ice Cube', 'Chris Tucker', 'Nia Long', 'Tommy Lister Jr.', 'Anna Maria Horsford']",F. Gary Gray
1219,A Goofy Movie,Animation|Children|Comedy|Romance,15789,"An endearing modern-day story about how the lovable Goof bonds with his teenage son Max on a hilarious cross-country road trip. En route to the ol' fishing hole, they find themselves up to their floppy ears in misadventure!",https://image.tmdb.org/t/p/w500/bycmMhO3iIoEDzP768sUjq2RV4T.jpg,1995-04-07,78,18000000,35348597,"['parent child relationship', 'pop singer', 'musical', 'road trip', 'celebrity', 'first love', 'cross country trip', 'father son relationship']","['Bill Farmer', 'Jason Marsden', 'Rob Paulsen', 'Jim Cummings', 'Kellie Martin']",Kevin Lima
1220,Higher Learning,Drama,16295,"African-American student Malik is on a track scholarship; academics are not his strong suit, and he goes in thinking that his athletic abilities will earn him a free ride through college. Fudge, a ""professional student"" who has been at Columbus for six years so far, becomes friendly with Malik and challenges his views about race and politics in America.",https://image.tmdb.org/t/p/w500/tuud1Blsdwo1KQRdz5UVwjlLAWQ.jpg,1995-01-11,128,20000000,38300000,"['race politics', 'college', 'racism', 'date rape', 'athletic scholarship', 'black militant', 'resentment', 'school shooting', 'lesbian']","['Omar Epps', 'Kristy Swanson', 'Michael Rapaport', 'Jennifer Connelly', 'Ice Cube']",John Singleton
1221,When a Man Loves a Woman,Drama,10449,"An airline pilot and his wife are forced to face the consequences of her alcoholism when her addictions threaten her life and their daughter's safety. While the woman enters detox, her husband must face the truth of his enabling behavior.",https://image.tmdb.org/t/p/w500/cA1uMNX3sdWAWfMZbsgm1VIJYSY.jpg,1994-04-29,126,0,50021959,"['new love', 'husband wife relationship', 'family', 'alcoholic', 'therapy']","['Andy García', 'Meg Ryan', 'Tina Majorino', 'Philip Seymour Hoffman', 'Lauren Tom']",Luis Mandoki
1222,Judgment Night,Action,6,"Four young friends, while taking a shortcut en route to a local boxing match, witness a brutal murder which leaves them running for their lives.",https://image.tmdb.org/t/p/w500/3rvvpS9YPM5HB2f4HYiNiJVtdam.jpg,1993-10-15,109,21000000,12136938,"['drug dealer', 'chicago, illinois', 'escape', 'one night', 'boxing']","['Emilio Estevez', 'Cuba Gooding Jr.', 'Denis Leary', 'Stephen Dorff', 'Jeremy Piven']",Stephen Hopkins
1223,King of the Hill,Drama,34024,"Based on the Depression-era bildungsroman memoir of writer A. E. Hotchner, the film follows the story of a boy struggling to survive on his own in a hotel in St. Louis after his mother is committed to a sanatorium with tuberculosis. His father, a German immigrant and traveling salesman working for the Hamilton Watch Company, is off on long trips from which the boy cannot be certain he will return.",https://image.tmdb.org/t/p/w500/vmV21mWwclW2A3lmlBejn8TyIu2.jpg,1993-08-20,103,8000000,1214231,"['hotel', 'great depression', 'canary', 'based on memoir or autobiography', 'tuberculosis', 'traveling salesman', 'marbles', 'elevator operator', 'bellboy', 'lock child', 'living alone', 'st. louis', 'against the odds', 'epileptic seizure', 'understanding', 'children home alone']","['Jesse Bradford', 'Jeroen Krabbé', 'Lisa Eichhorn', 'Karen Allen', 'Spalding Gray']",Steven Soderbergh
1224,The Scout,Drama,35233,"When his star recruit botches a Major League Baseball debut, humiliated talent scout Al Percolo gets banished to rural Mexico, where he finds a potential gold mine in the arm of young phenom Steve Nebraska. Soon, the New York Yankees put a $55 million contract on the table—provided a psychiatrist can affirm Nebraska's mental stability.",https://image.tmdb.org/t/p/w500/t6MEMKcUMJB259LZx45uR6c3nVc.jpg,1994-09-30,101,20000000,2694234,"['sports', 'baseball', 'pitcher', 'father figure', 'mentally ill']","['Albert Brooks', 'Brendan Fraser', 'Dianne Wiest', 'Anne Twomey', 'Lane Smith']",Michael Ritchie
1225,Angus,Comedy,25969,"Angus is a large, pathetic 14-year-old whose thoughts are most often filled with the image of only one girl, Melissa Lefevre. Angus is shy and thinks that he has no chance of ever 'getting' her. Being especially uncool, he is incredibly surprised (along with the rest of the school) that he is chosen to dance with her at the Winter Ball. The only one not surprised is the cool kid who set him up to fail, but Angus' best friend is going to help him win the heart of Melissa by developing a new look for him",https://image.tmdb.org/t/p/w500/x1Py4TB8Y0Wx9IZ62derpSDqwjd.jpg,1995-09-15,90,0,0,"['overweight child', 'overweight man', 'jock', 'based on short story', 'public humiliation', 'blow up doll', 'letterman jacket']","['Charlie Talbert', 'Kathy Bates', 'Chris Owen', 'James Van Der Beek', 'Robert Curtis Brown']",Patrick Read Johnson
1226,Night Falls on Manhattan,Crime|Drama,46027,A newly elected District attorney finds himself in the middle of a police corruption investigation that may involve his father and his partner.,https://image.tmdb.org/t/p/w500/sjvySDgeAOqrMmm965gdkqR5AML.jpg,1997-03-21,113,10000000,9889670,"['drug dealer', 'corruption', 'police', 'police corruption', 'district attorney', 'nypd', 'the lost evidence']","['Andy García', 'Ian Holm', 'James Gandolfini', 'Lena Olin', 'Shiek Mahmud-Bey']",Sidney Lumet
1227,An Awfully Big Adventure,Drama,22279,"Liverpool. 1947. Right after World War II, a star struck naive teenage girl joins a shabby theatre troupe in Liverpool. During a winter production of Peter Pan, the play quickly turns into a dark metaphor for youth as she becomes drawn into a web of sexual politics and intrigue and learns about the grown-up world of the theater.",https://image.tmdb.org/t/p/w500/tfXBuRBMbyu9IF9KCFz3kXeWQDT.jpg,1995-05-11,113,4000000,851545,"['based on novel or book', 'england', 'liverpool, england', 'theatre company', '1940s']","['Alan Rickman', 'Hugh Grant', 'Georgina Cates', 'Alun Armstrong', 'Peter Firth']",Mike Newell
1228,Under Siege 2: Dark Territory,Action,3512,"A passenger train has been hijacked by an electronics expert and turned into an untraceable command center for a weapons satellite. He has planned to blow up Washington DC and only one man can stop him, former Navy SEAL Casey Ryback.",https://image.tmdb.org/t/p/w500/gElwFCQTbSK5hdK0PVyia547nst.jpg,1995-07-13,99,60000000,104324083,"['pentagon', 'u.s. air force', 'satellite', 'u.s. navy seal', 'train', 'terrorism', 'cyber terrorism', 'action hero', 'good versus evil']","['Steven Seagal', 'Eric Bogosian', 'Katherine Heigl', 'Morris Chestnut', 'Everett McGill']",Geoff Murphy
1229,Poison Ivy 2: Lily,Drama|Thriller,18220,"A young and naive college art student becomes obsessed with assuming the identity and personality of a departed coed who used to live in her room, and in so doing causes complications that result in two men, a student and her art professor, lusting after her.",https://image.tmdb.org/t/p/w500/jXLuQYRwWNuwW8dkx3zo5bWon2r.jpg,1996-01-16,106,0,0,"['obsession', 'diary', 'sequel', 'murder', 'lust', 'art', 'woman director', 'erotic movie']","['Alyssa Milano', 'Johnathon Schaech', 'Xander Berkeley', 'Belinda Bauer', 'Camilla Belle']",Anne Goursaud
1230,Prêt-à-Porter,Comedy,3586,"During Paris Fashion Week, models, designers and industry hot shots gather to work, mingle, argue and try to seduce one another.",https://image.tmdb.org/t/p/w500/ehg1dTxsqx2eMZpd5Tio9JifwqB.jpg,1994-12-23,133,15000000,11300653,"['hotel room', 'paris, france', 'mannequin', 'suspicion of murder', 'fashion photographer', 'sandwich', 'poodle', 'reporter', 'fashion', 'fashion show', 'modeling']","['Marcello Mastroianni', 'Sophia Loren', 'Jean-Pierre Cassel', 'Kim Basinger', 'Chiara Mastroianni']",Robert Altman
1231,Marked for Death,Action|Drama,10173,"Just retired from the Drug Enforcement Agency, John Hatcher returns to his hometown and quickly discovers that drugs have infiltrated his old neighborhood. Determined to drive the dealers out, Hatcher crosses paths with a ferocious Jamaican drug lord who vows that Hatcher and his family are now marked for death.",https://image.tmdb.org/t/p/w500/xYaetJsSm5FC1zxhdW8UR1NVXzc.jpg,1990-10-05,93,12000000,46044400,"['voodoo', 'cop', 'murder', 'family', 'angry', 'aggressive', 'suspicious', 'dreary', 'ambiguous', 'apathetic', 'cliché', 'mocking', 'tragic', 'vibrant']","['Steven Seagal', 'Basil Wallace', 'Keith David', 'Tom Wright', 'Joanna Pacula']",Dwight H. Little
1232,Madonna: Truth or Dare,Documentary,10174,"From the rains of Japan, through threats of arrest for 'public indecency' in Canada, and a birthday tribute to her father in Detroit, this documentary follows Madonna on her 1990 'Blond Ambition' concert tour. Filmed in black and white, with the concert pieces in glittering MTV color, it is an intimate look at the work of the icon, from a prayer circle before each performance to bed games with the dance troupe afterwards.",https://image.tmdb.org/t/p/w500/af0im4mmkbTQmMH3rGXboYEMvC8.jpg,1991-05-10,120,0,0,"['dance', 'concert', 'pop star', 'eroticism', 'musical', 'madonna', 'intimacy', 'portrait of an artist']","['Madonna', 'Donna DeLory', 'Niki Haris', 'Warren Beatty', 'Sandra Bernhard']",Alek Keshishian

1234,Chairman of the Board,Comedy,31535,"Surfer Edison isn't able to make ends meet with his inventions or his lifestyle. But then he meets billionaire Armand McMillian, who takes a shine to the young bum — so much so that he leaves his invention company to him upon his death. Unfortunately, Armand's nephew, Bradford, only gets a surfboard. While Edison manages to run the company successfully, with the help of pretty Natalie, Bradford conspires to take him down.",https://image.tmdb.org/t/p/w500/1eGB1EjaUjGbiuPBAqndlO3khyn.jpg,1998-03-13,95,0,0,"['inventor', 'sports', 'invention', 'scandal']","['Carrot Top', 'Courtney Thorne-Smith', 'Larry Miller', 'Raquel Welch', 'Mystro Clark']",Alex Zamm

1236,Other Voices Other Rooms,Drama,64562,"Truman Capote's semi-autobiographical first novel about coming of age in the Deep South during the 1930s centers on 13-year-old Joel Sansom (David Speck), who reunites with his estranged father at the family's shabby plantation, where he must contend with his father's feisty mistress and a strange cousin. Against this less-than-ideal backdrop, Joel slowly matures into an upstanding young man.",https://image.tmdb.org/t/p/w500/4ifPBA4AjRQWxgVJAwSwWp6nFCa.jpg,1997-12-05,94,0,0,[],"['Lothaire Bluteau', 'Anna Thomson', 'David Speck', 'April Turner', 'Frank Hoyt Taylor']",David Rocksavage
1237,Twisted,Comedy|Drama,52537,"This retelling of Charles Dickens's Oliver Twist may be populated by drug pushers, pimps and prostitutes, but the book's classic themes remain the same. Caught under the thumb of a lecherous brothel owner, 10-year-old Lee befriends an aspiring musician named Angel who helps him escape his servitude and sends a maternal drag queen to vanquish the boy's enemies.",https://image.tmdb.org/t/p/w500/aqLmLzIlhLkNnahwQmE3PywYMcf.jpg,1996-11-14,100,0,0,['gay theme'],"['Ray Aranha', 'Keivyn McNeill Grayes', 'Elise Ballard', 'Sharlene Brown', 'Erik Jensen']",Seth Michael Donsky
1238,Full Speed,Drama,12799,"A brief extract of four kids' lives somewhere in France. Quentin, who won a writers contest and now pays more attention to his career as an author than to his friends, beautiful Julie, his girl-friend, much more mature than she looks, falling in love with Quentin's very best friend Jimmy, who is kind of stuck in his unability of self-expression and grown up under bad social circumstances. And there is the shy boy Samir, exiled from Algeria, who lost his ""brother"" and only friend some time ago. Samir heavily falls in love with Quentin, but he can't handle it...",https://image.tmdb.org/t/p/w500/7IBinPgeZtAOx5qFxTEbJozc6a1.jpg,1996-09-25,85,0,0,"['coming out', 'adolescence', 'lyon', 'youth gang', 'suburb']","['Élodie Bouchez', 'Stéphane Rideau', 'Pascal Cervo', 'Mezziane Bardadi', 'Romain Auger']",Gaël Morel
1239,Cutthroat Island,Action|Adventure|Romance,1408,"Morgan Adams and her slave, William Shaw, are on a quest to recover the three portions of a treasure map. Unfortunately, the final portion is held by her murderous uncle, Dawg. Her crew is skeptical of her leadership abilities, so she must complete her quest before they mutiny against her. This is made yet more difficult by the efforts of the British crown to end her pirate raids.",https://image.tmdb.org/t/p/w500/cDYa1i5UzXWztO5ZUp4azv7ycPs.jpg,1995-12-22,124,98000000,16000000,"['ship', 'treasure', 'exotic island', 'island', 'map', 'scalp', 'treasure map', 'sword fight', 'betrayal', 'pirate', 'heroine', 'swashbuckler', 'adventurer', 'pirate ship', '17th century']","['Geena Davis', 'Matthew Modine', 'Frank Langella', 'Maury Chaykin', 'Patrick Malahide']",Renny Harlin
1240,Ghost in the Shell,Animation|Sci-Fi,9323,"In the year 2029, the barriers of our world have been broken down by the net and by cybernetics, but this brings new vulnerability to humans in the form of brain-hacking. When a highly-wanted hacker known as 'The Puppetmaster' begins involving them in politics, Section 9, a group of cybernetically enhanced cops, are called in to investigate and stop the Puppetmaster.",https://image.tmdb.org/t/p/w500/9gC88zYUBARRSThcG93MvW14sqx.jpg,1995-11-18,83,3000000,10000000,"['android', 'man vs machine', 'artificial intelligence (a.i.)', 'computer virus', 'cyborg', 'dystopia', 'implantat', 'fugitive', 'female protagonist', 'cyberpunk', 'based on manga', 'adult animation', 'tech noir', 'anime', 'award winner']","['Atsuko Tanaka', 'Akio Otsuka', 'Iemasa Kayumi', 'Koichi Yamadera', 'Yutaka Nakano']",Mamoru Oshii
1241,The Van,Comedy|Drama,11844,"In a working-class quarter of Dublin, 'Bimbo' Reeves gets laid off from his job and, with his redundancy payout, buys a van and sells fish and chips with his buddy, Larry. Due to Ireland's surprising success at the 1990 FIFA World Cup, their business starts off well, but the relationship between the two friends soon becomes strained as Bimbo behaves more like a typical boss.",https://image.tmdb.org/t/p/w500/charGRJwX4jka69v179veSUKo92.jpg,1996-11-29,100,0,712095,"['van', 'male friendship', 'dublin, ireland', 'snack bar', 'football (soccer)', 'unemployment']","['Colm Meaney', ""Donal O'Kelly"", 'Ger Ryan', 'Caroline Rothwell', 'Neilí Conroy']",Stephen Frears
1242,The Old Lady Who Walked in the Sea,Comedy,78285,"A con artist couple takes a young, handsome petty thief under their wing, but jealousies flare when the woman develops an interest in him.",https://image.tmdb.org/t/p/w500/1neWsF03Ret9dSjF0wsKF7mZpKn.jpg,1991-09-18,98,0,0,"['con artist', 'cuckold']","['Jeanne Moreau', 'Michel Serrault', 'Luc Thuillier', 'Géraldine Danon', 'Pratapan Nagaratnam']",Laurent Heynemann
1243,The Night Flier,Horror,12238,"For cynical tabloid journo Richard Dees, facts are always stranger than fiction. Every headline is a dead-line. Serial killers, UFO abductions, tales of molestation, mayhem and murder. To some the tales are mere sleazy fantasy – but his faithful readers believe. And now there's a new story: The Night Flier. What is it that travels by night in a dark-winged Cessna, lands at secluded airfields and murders local residents? Dees begins to track the unknown killer in a Cessna of his own, uncovering clues that reveal a pilot more terrifying than he could have ever imagined.",https://image.tmdb.org/t/p/w500/pEC459c1elFll8hrtyatH5pDLTb.jpg,1997-04-30,93,1000000,125397,"['journalist', 'airplane', 'airport', 'vampire', 'undead', 'reporter', 'series of murders', 'female corpse', 'tabloid reporter', 'stephen king']","['Miguel Ferrer', 'Julie Entwisle', 'Dan Monahan', 'Michael H. Moss', 'John Bennes']",Mark Pavia
1244,Metro,Action,8860,"Roper, a hostage negotiator catches a murderous bank robber after a blown heist. The bank robber escapes and immediately goes after the man who put him behind bars.",https://image.tmdb.org/t/p/w500/v28YdIPfIrvcujqnhKmYSEqkkaf.jpg,1997-01-16,117,55000000,31987563,"['sniper', 'police', 'san francisco, california', 'liberation of hostage', 'hostage-taking', 'persuasion', 'revenge', 'gunfight', 'urban setting', 'racial slur', 'jewel thief', 'hostage negotiator', 'negotiation']","['Eddie Murphy', 'Kim Miyori', 'Art Evans', 'James Carpenter', 'Michael Rapaport']",Thomas Carter
1245,Gridlock'd,Crime,12489,"After a friend overdoses, Spoon and Stretch decide to kick their drug habits and attempt to enroll in a government detox program. Their efforts are hampered by seemingly endless red tape, as they are shuffled from one office to another while being chased by drug dealers and the police.",https://image.tmdb.org/t/p/w500/jlOL8fLsG0tGBtkj9qzHgqcHPVV.jpg,1997-01-29,91,5000000,5600000,"['escape', 'police', 'aids', 'drug addiction', 'suspicion of murder', 'withdrawal']","['Tupac Shakur', 'Tim Roth', 'Thandiwe Newton', 'Charles Fleischer', 'Howard Hesseman']",Vondie Curtis-Hall
1246,Bushwhacked,Comedy,26258,"A inept courier realises he has been used by criminals to deliver money. On the run from both the criminals and police, he poses as a Scout leader and leads a scout group on a hike through the mountains.",https://image.tmdb.org/t/p/w500/j3H0POtvl0Tt4Meesvp7HX6JxAv.jpg,1995-08-04,90,0,7919823,"['cave', 'mistaken identity', 'waterfall', 'boy scouts leader']","['Daniel Stern', 'Jon Polito', 'Brad Sullivan', 'Ann Dowd', 'Anthony Heald']",Greg Beeman
