gender,age,occupation,zip_code,user_id
M,25,14,54915,3566
M,25,0,98503,3567
F,18,2,48823,3568
M,35,12,19050,3569
M,18,4,10044,3570
M,35,11,04287,3571
M,1,10,48867,3572
F,35,6,33314,3573
M,25,18,54915,3574
M,50,7,68046,3575
F,56,0,00231,3576
M,50,3,96714,3577
M,18,0,32219,3578
F,18,3,32219,3579
M,18,1,57382,3580
F,35,0,52405,3581
F,25,9,41075,3582
M,18,0,76543,3583
M,35,20,60640,3584
M,35,20,60640,3585
M,35,3,93611,3586
M,25,2,90068,3587
F,45,0,80010,3588
F,18,15,02115,3589
M,35,6,96158,3590
F,56,2,99701,3591
F,25,9,53719,3592
M,1,0,02322,3593
M,25,0,85024,3594
F,35,4,19104,3595
M,25,17,55446,3596
M,56,1,90210,3597
M,25,16,97378,3598
M,35,20,94506,3599
F,35,3,95405,3600
M,25,12,55443,3601
F,35,7,78704,3602
F,1,10,02879,3603
M,18,12,60640,3604
F,25,15,02445,3605
M,35,17,32506,3606
F,35,9,02879,3607
F,25,17,48239,3608
M,18,6,30064,3609
M,25,2,84321,3610
M,25,14,29609,3611
M,25,0,37205,3612
M,25,0,45458,3613
M,25,17,76028,3614
M,45,0,33759,3615
M,35,7,49034,3616
M,56,17,22657,3617
M,50,16,97116,3618
M,25,7,94117,3619
M,18,4,33023,3620
M,18,1,02446,3621
M,35,11,43209,3622
M,25,12,60068,3623
M,18,10,48439,3624
M,25,17,75075,3625
F,35,1,85287,3626
M,25,7,78731,3627
F,50,7,10022,3628
M,18,4,77005,3629
M,18,4,77005,3630
M,50,11,33881,3631
M,35,18,60441,3632
M,50,1,88001,3633
M,50,1,60062,3634
M,25,0,06708,3635
M,25,6,94127,3636
M,25,2,90038,3637
M,18,4,78250,3638
M,35,7,02370,3639
M,25,0,92008,3640
F,25,7,98188,3641
M,25,17,22302,3642
F,25,11,53711,3643
M,35,17,97232,3644
M,35,20,98106,3645
M,25,7,80202,3646
M,18,4,85210,3647
F,25,0,94115,3648
M,25,0,60611,3649
M,25,14,98103,3650
M,25,12,94608,3651
M,18,15,96661,3652
M,25,17,94901,3653
F,25,7,94121,3654
F,45,5,34610,3655
M,18,17,95121,3656
F,25,7,07090,3657
M,18,4,29649,3658
M,35,7,15137,3659
M,35,12,08852,3660
M,35,16,08753,3661
F,35,9,17055,3662
F,35,1,94043,3663
M,25,0,95903,3664
M,45,0,68144,3665
F,1,10,10706,3666
F,45,7,33324,3667
M,25,14,60148,3668
M,45,14,55123,3669
M,25,4,98102,3670
M,35,5,08406,3671
M,25,2,10003,3672
M,25,20,29205,3673
M,35,7,06680,3674
F,35,12,48109,3675
F,25,12,06906,3676
M,25,0,06880,3677
M,25,4,68108,3678
F,25,1,94939,3679
M,25,7,29662,3680
F,50,1,10706,3681
M,25,2,30606,3682
M,25,17,83713,3683
M,25,5,55100,3684
M,25,7,48070,3685
F,50,1,62221,3686
M,18,6,21202,3687
M,25,0,80906,3688
M,18,0,63116,3689
M,25,7,21030,3690
M,35,17,89147,3691
M,25,15,94062,3692
M,25,12,28227,3693
M,25,2,98502,3694
M,35,7,19149,3695
M,25,15,68516,3696
M,25,7,53202,3697
F,56,3,30127,3698
M,25,14,10021,3699
M,35,1,92614,3700
M,35,15,53095,3701
M,18,12,97402,3702
F,35,0,04255,3703
M,45,7,30076,3704
M,25,12,46725,3705
F,18,0,34744,3706
M,56,7,30097,3707
M,25,12,89502,3708
M,1,10,02818,3709
M,35,0,32506,3710
M,25,17,60042,3711
F,25,7,22201,3712
M,25,17,92111,3713
M,18,5,55428,3714
M,18,12,36115,3715
M,35,17,94533,3716
M,50,17,07728,3717
M,25,1,39759,3718
M,45,7,43065,3719
M,25,15,94065,3720
M,25,18,80538,3721
M,25,14,53048,3722
M,35,6,77083,3723
M,18,4,32608,3724
M,25,17,92882,3725
M,35,7,74401,3726
M,18,4,07030,3727
M,18,4,20037,3728
M,25,1,48911,3729
M,25,17,67443,3730
M,25,17,60153,3731
M,18,4,02777,3732
M,18,4,77840,3733
M,25,0,10009,3734
M,35,1,44242,3735
M,25,14,37127,3736
M,45,7,01904-1355,3737
M,56,11,48070,3738
M,18,5,55116,3739
M,25,0,96818,3740
M,25,0,90266,3741
F,35,7,89128,3742
M,25,0,60645,3743
F,25,9,49442,3744
M,25,5,54703,3745
M,45,13,89109,3746
M,18,4,02026,3747
F,25,0,60664,3748
F,18,4,94116,3749
F,35,12,55555,3750
F,18,1,86314,3751
M,25,7,42518,3752
M,56,7,94612,3753
F,50,14,08810,3754
M,18,12,53188,3755
M,25,7,92612,3756
F,35,5,02021,3757
M,35,6,54751,3758
M,50,0,55128,3759
M,25,17,27613,3760
M,50,6,11746,3761
M,25,2,98502,3762
M,25,1,06111,3763
F,50,3,34744,3764
F,18,1,45458,3765
M,25,0,94305,3766
M,25,4,86314,3767
M,25,15,02446,3768
F,35,3,50322,3769
M,25,1,14982,3770
M,35,17,06074,3771
M,35,6,50265,3772
M,25,0,52556,3773
M,35,12,14619,3774
F,25,4,50265,3775
M,18,4,23112,3776
M,25,0,61832,3777
F,45,2,98383,3778
M,1,0,46979,3779
F,56,11,54401,3780
F,25,0,94602,3781
M,25,7,97267,3782
F,25,1,98027,3783
F,25,20,93401,3784
F,25,0,94115,3785
F,25,0,94703,3786
F,18,0,94587,3787
F,25,0,94110,3788
F,25,17,94618,3789
M,50,18,60516,3790
M,25,6,68108,3791
M,18,4,21093,3792
F,18,4,53211,3793
F,18,4,91405,3794
M,45,14,02021,3795
M,25,7,02420,3796
M,25,7,48326,3797
M,18,0,17844,3798
M,18,1,45458,3799
M,18,12,36115,3800
M,18,0,94520,3801
F,35,9,19006,3802
M,25,6,06511,3803
F,35,1,89031,3804
M,18,4,55104,3805
F,35,19,32095,3806
M,25,7,60010,3807
M,35,6,20650,3808
M,50,7,20016,3809
M,25,15,98103,3810
M,35,17,78749,3811
M,35,7,80910,3812
M,25,15,98102,3813
M,25,17,53406,3814
F,25,3,90020,3815
M,35,3,20122,3816
M,45,17,32837,3817
M,25,12,36115,3818
M,25,17,90804,3819
M,25,20,44313,3820
M,45,20,98027,3821
M,56,7,93711,3822
M,25,17,32308,3823
M,18,1,06279,3824
M,25,1,48105,3825
M,50,2,87020,3826
M,25,20,92101,3827
F,25,1,22307,3828
M,18,4,60630,3829
F,18,6,84780,3830
F,25,7,43214,3831
M,25,1,68516,3832
M,18,2,02322,3833
M,25,7,40515,3834
F,50,8,84770,3835
M,25,17,28804,3836
F,25,14,10033,3837
M,50,14,02651,3838
F,25,0,02176,3839
M,45,18,26101,3840
F,35,16,92054,3841
F,1,10,32043,3842
M,18,4,73071,3843
M,25,12,94065,3844
M,35,0,33884,3845
M,25,7,12801,3846
M,25,15,70809-2612,3847
M,35,0,14086,3848
M,18,3,92278,3849
M,25,12,60657,3850
M,50,16,60302,3851
M,25,14,92614,3852
M,25,14,30340,3853
M,25,17,20886,3854
F,35,20,93449,3855
M,18,14,08822,3856
F,45,9,63119,3857
M,25,0,89145,3858
M,45,17,44129,3859
M,18,4,12604,3860
M,25,17,10025,3861
M,25,0,94558,3862
M,50,20,29630,3863
F,1,10,95864,3864
M,45,14,63130,3865
M,35,3,45215,3866
M,18,12,73112,3867
M,18,17,63544,3868
M,25,17,95050,3869
M,18,4,64468,3870
M,25,1,14613,3871
F,45,2,94558,3872
M,25,7,92103,3873
M,25,0,66605,3874
M,25,0,11235,3875
M,45,1,33705,3876
M,35,16,22124,3877
M,25,3,83687,3878
M,25,7,54942,3879
M,18,2,44515,3880
M,56,14,55337,3881
M,50,16,78411,3882
M,18,4,78759,3883
M,25,12,92728,3884
M,35,7,95008,3885
M,18,4,80513,3886
M,45,17,02067,3887
M,45,6,66203,3888
M,18,4,33143,3889
F,56,16,90039,3890
M,25,20,91505,3891
M,25,6,79401,3892
M,35,16,02139,3893
F,35,0,20723,3894
M,35,0,60914,3895
M,56,17,92069,3896
M,45,11,01772,3897
M,25,17,02135,3898
F,25,14,55343,3899
M,18,14,85282,3900
M,25,5,46239,3901
M,25,0,02542,3902
M,1,10,48445,3903
M,25,17,361069,3904
M,50,17,54409,3905
F,18,14,22201,3906
M,25,0,10021,3907
M,18,17,19104,3908
M,25,20,91505,3909
M,18,0,92037,3910
M,25,4,19104,3911
M,18,17,40207,3912
M,35,4,84123,3913
F,35,3,71111,3914
M,25,4,02134,3915
F,35,9,60618,3916
M,25,18,30189,3917
M,45,0,73702,3918
M,35,17,63126,3919
M,25,14,95820,3920
M,18,4,53211,3921
M,35,2,92115,3922
M,50,12,90254,3923
M,25,12,77042,3924
M,25,2,94404,3925
F,25,16,67846,3926
M,25,0,55812,3927
M,25,5,80227,3928
M,56,3,52240,3929
M,25,5,92117,3930
M,25,7,49221,3931
F,35,6,48073,3932
M,25,0,44512,3933
M,35,18,72118,3934
F,35,12,01464,3935
M,56,2,92020,3936
M,25,2,92711-0571,3937
M,45,7,91405,3938
M,35,20,32708,3939
M,45,17,40031,3940
M,18,4,49855,3941
F,35,7,98074,3942
F,35,16,80401,3943
F,45,1,96778,3944
F,25,12,22207,3945
M,25,0,90019,3946
F,45,12,61554,3947
M,45,0,44266,3948
M,25,4,60056,3949
F,18,4,60014,3950
F,45,1,12449,3951
M,25,12,55117,3952
M,18,4,32601,3953
M,35,0,12831,3954
M,25,0,94930-2010,3955
M,35,11,40242,3956
M,45,7,46112,3957
F,45,1,03768,3958
F,35,14,55014,3959
M,25,1,45230,3960
F,56,0,98115,3961
M,50,20,30030,3962
M,56,16,66502,3963
M,18,11,65202,3964
M,25,0,30096,3965
F,18,2,13603,3966
M,25,2,02903,3967
M,56,7,12345,3968
F,25,2,02903,3969
F,18,4,80228,3970
F,25,6,23229,3971
M,25,7,60614,3972
M,35,0,30741,3973
F,25,5,43229,3974
F,25,0,44107,3975
M,35,14,22180,3976
M,35,13,78252,3977
F,50,9,59072,3978
M,25,4,66762,3979
F,45,0,97701,3980
M,56,13,95929,3981
M,25,0,30606,3982
M,25,7,75089,3983
M,45,16,01880,3984
M,25,7,33324,3985
F,18,4,01742,3986
F,25,14,60647,3987
M,50,12,30030,3988
M,25,16,17350,3989
M,25,7,33309,3990
M,25,4,32653,3991
M,25,0,22015,3992
M,50,7,43081,3993
M,35,17,22810,3994
M,18,14,32825,3995
M,35,17,45255,3996
M,45,0,74354,3997
M,35,17,30701,3998
M,35,7,08876,3999
F,25,1,01860,4000
M,45,16,20880,4001
M,56,13,46143,4002
M,50,0,21050,4003
M,35,7,12110,4004
M,1,7,48038,4005
M,35,12,88005,4006
M,18,1,92802,4007
M,18,7,44039,4008
M,25,14,94533,4009
M,25,17,85210,4010
M,18,4,49503-1313,4011
M,25,1,77803,4012
M,25,0,48316-5601,4013
F,45,3,75605,4014
M,50,0,33901,4015
M,25,14,17972,4016
F,45,20,75214,4017
M,35,17,54601,4018
M,25,6,77034,4019
M,50,20,95236,4020
M,35,14,53403,4021
F,35,9,32404,4022
M,25,5,45011,4023
F,56,6,77018,4024
M,25,7,68164,4025
F,25,7,12533,4026
M,25,4,02140,4027
F,56,3,21114,4028
M,35,7,89128,4029
M,25,0,42445,4030
M,25,12,56301,4031
M,25,6,43551,4032
M,25,0,21113,4033
M,18,4,45251,4034
M,25,1,46530,4035
M,50,16,80206,4036
M,50,6,11510-2001,4037
M,25,16,97401,4038
M,25,20,75006,4039
M,18,3,48005,4040
M,35,15,94002,4041
F,25,15,94002,4042
F,35,3,95826,4043
M,56,13,40511,4044
M,45,17,53545,4045
M,18,4,30606,4046
F,35,1,89431,4047
M,45,11,33133,4048
M,35,6,60061,4049
M,18,14,01604,4050
M,25,2,43551,4051
M,25,18,36264,4052
M,35,3,68122,4053
M,50,0,98826,4054
M,1,10,28270,4055
M,35,6,18249,4056
M,25,6,73118,4057
M,25,14,80232,4058
M,25,18,55412,4059
M,50,6,32726,4060
M,25,7,60559,4061
F,35,1,29070,4062
M,45,0,20851,4063
F,45,5,48341,4064
M,25,0,19010,4065
M,45,20,91607,4066
M,56,3,89185,4067
M,35,15,19406,4068
M,25,15,93107,4069
M,25,17,33823,4070
M,50,6,93111,4071
M,25,6,70003,4072
M,35,6,78746,4073
M,25,16,47901,4074
M,25,17,55344,4075
F,35,2,22030,4076
M,25,15,28226,4077
M,35,17,26505,4078
M,35,1,48912,4079
M,18,12,19403,4080
M,25,20,79912,4081
M,56,14,92630,4082
M,56,13,14215,4083
F,25,6,79416,4084
F,1,10,55391,4085
M,1,4,63376,4086
M,25,3,77057,4087
M,25,7,79416,4088
M,56,6,77379,4089
M,25,17,55410,4090
F,25,0,19063,4091
M,25,4,70806,4092
M,25,17,49017,4093
M,25,0,10013,4094
M,25,15,60004,4095
M,25,7,63366,4096
M,35,7,53150,4097
M,35,17,94954,4098
M,56,6,77096,4099
M,18,4,23233,4100
M,1,10,48655,4101
M,18,16,11211,4102
M,18,16,42141,4103
M,50,7,34243,4104
M,25,16,95437,4105
F,25,0,23221,4106
M,35,17,77536,4107
M,35,3,97202,4108
F,45,7,41722,4109
M,25,15,32603,4110
M,45,18,47129,4111
M,35,17,58503,4112
M,35,14,48187,4113
M,25,15,99353,4114
M,35,7,07040,4115
M,18,4,43551,4116
M,25,3,91221,4117
M,50,1,39401,4118
M,25,16,71118,4119
M,45,7,08876,4120
M,18,19,82070,4121
F,25,4,46807,4122
M,25,18,62330-1408,4123
M,35,2,13676,4124
M,25,17,53188,4125
M,50,17,16803,4126
M,35,6,60025,4127
M,56,11,12144,4128
M,35,6,48439,4129
M,45,7,97720,4130
M,25,17,80112,4131
M,45,4,77009,4132
F,45,12,85283,4133
M,1,10,46321,4134
M,50,16,60056,4135
M,25,7,91941,4136
M,25,7,91423,4137
M,56,14,40207,4138
M,25,0,32112,4139
M,35,17,95014,4140
M,56,7,01040,4141
F,25,5,60441,4142
M,18,4,02451,4143
F,50,1,78681,4144
M,35,17,44301,4145
F,50,7,02889,4146
F,35,7,55021,4147
M,35,1,32792,4148
M,25,0,29672,4149
M,45,20,43201,4150
M,25,14,74114,4151
M,50,17,16801,4152
M,25,1,29440,4153
M,50,17,85712,4154
M,56,20,95123,4155
M,50,18,97321,4156
F,1,10,90039,4157
F,50,9,01450,4158
M,35,20,10027,4159
M,45,0,90404,4160
F,25,14,23221,4161
M,56,7,08901,4162
M,35,1,50677,4163
F,25,14,94114,4164
F,25,7,75240,4165
M,25,20,22032,4166
F,45,6,37766,4167
M,50,0,66048,4168
M,45,7,53713,4169
M,56,16,79705,4170
M,35,7,19901,4171
F,18,11,29063,4172
F,35,3,20110,4173
M,35,0,66204,4174
M,45,7,19008,4175
M,35,17,90680,4176
F,50,16,08033,4177
F,35,20,94949,4178
M,56,13,13502,4179
F,25,7,33177,4180
M,25,18,80903,4181
M,25,1,91730,4182
M,50,7,32114,4183
M,25,14,90274,4184
M,25,7,33308,4185
F,56,20,63026,4186
M,50,7,74137,4187
M,35,14,91364,4188
M,45,17,89108,4189
F,45,15,55446,4190
M,35,17,77521,4191
M,56,13,93907,4192
M,18,4,60637,4193
F,56,13,95050,4194
M,35,14,14221,4195
F,45,1,18042,4196
M,18,4,80631,4197
F,25,9,32712,4198
M,45,7,10543,4199
F,25,0,65550,4200
M,25,7,21234,4201
M,25,18,58270,4202
M,35,7,06905,4203
F,25,15,87801,4204
F,35,1,22947,4205
M,35,1,90731,4206
F,35,0,90403,4207
M,56,0,37363,4208
M,25,17,85710,4209
M,45,5,77662,4210
M,56,18,56716,4211
M,35,7,63125,4212
F,25,0,20121,4213
M,25,7,77006,4214
M,25,17,01752,4215
M,18,4,18042,4216
M,50,17,23233,4217
M,35,17,95125,4218
M,35,0,97225,4219
M,35,4,53818,4220
F,45,17,55976,4221
F,35,17,60148,4222
F,45,1,48198,4223
F,25,3,48197,4224
F,35,6,76021,4225
M,25,19,11414-2520,4226
M,50,18,20706,4227
M,35,17,94010,4228
M,56,13,34235,4229
F,50,18,20706,4230
F,35,20,75287,4231
M,35,4,37917,4232
F,45,3,48130,4233
M,50,2,90029,4234
F,25,3,07960,4235
M,25,14,77450,4236
M,35,16,44691,4237
M,50,7,52402,4238
M,35,17,55330,4239
M,35,7,11767,4240
M,50,7,78704,4241
M,56,7,32137,4242
M,35,17,48146,4243
M,50,12,44286,4244
F,35,7,48034,4245
M,25,4,82601,4246
M,25,4,26508,4247
F,18,17,65203,4248
F,50,0,33313,4249
M,45,7,60139,4250
F,35,3,28262,4251
M,45,11,03301,4252
M,25,17,38654,4253
M,50,12,13041,4254
F,1,2,78945,4255
M,50,16,38122,4256
M,25,17,19711,4257
M,35,17,45380,4258
M,25,16,59079,4259
F,35,6,07950,4260
F,35,6,06512,4261
M,25,7,40205,4262
M,45,1,60102,4263
M,25,12,03060,4264
M,56,13,78681,4265
M,35,7,02171,4266
F,45,20,04046,4267
M,35,18,27603,4268
M,45,7,13211,4269
M,35,7,83405,4270
M,45,17,37923,4271
M,45,13,30030,4272
F,45,1,04258,4273
F,45,16,14468,4274
F,45,0,96821,4275
M,35,16,98133,4276
F,45,7,09094,4277
M,25,16,43215,4278
M,35,17,27587,4279
M,56,13,92120,4280
M,35,0,15801,4281
F,25,9,98632,4282
M,50,7,40601,4283
M,35,0,62704,4284
M,35,17,11554,4285
M,25,7,35244,4286
F,25,9,46580,4287
M,35,14,32068,4288
M,25,17,98661,4289
M,35,14,98125,4290
M,25,0,98178,4291
F,45,9,55391,4292
M,1,10,75633,4293
M,18,18,90605,4294
M,56,6,33030,4295
M,45,15,55391,4296
F,18,14,85705,4297
F,25,2,43617,4298
F,18,4,98125,4299
M,35,11,38135,4300
M,50,1,45385,4301
M,25,2,91910,4302
M,18,0,46250,4303
F,45,17,27616,4304
M,45,7,67301,4305
M,25,0,94122,4306
M,25,0,33702,4307
M,25,0,36301,4308
M,25,4,57006,4309
M,50,13,68502,4310
M,25,18,78757,4311
F,25,7,07067,4312
M,25,17,79925,4313
M,18,4,44266,4314
M,25,6,75080,4315
F,35,14,60202,4316
M,25,5,02891,4317
M,35,7,44125,4318
M,25,5,89114,4319
M,45,7,80525,4320
F,50,6,75605,4321
M,18,4,82072,4322
M,25,5,60010,4323
M,25,0,30082,4324
F,45,13,94931,4325
M,35,17,37221,4326
M,50,3,75650,4327
F,25,14,78232,4328
F,45,6,85719,4329
M,35,6,45011,4330
F,25,3,60606,4331
M,50,2,33134,4332
M,25,1,70458,4333
M,35,0,74011,4334
F,25,0,40241,4335
M,18,20,76135,4336
F,18,5,46222,4337
M,25,2,78748,4338
F,25,17,76021,4339
M,35,17,33433,4340
M,25,0,66614,4341
M,25,12,75007,4342
M,25,1,44240,4343
F,25,14,44304,4344
M,18,17,45701,4345
F,18,20,77304,4346
M,45,0,30189,4347
M,18,2,95843,4348
M,18,2,29118,4349
M,25,12,37919,4350
M,18,4,11010,4351
M,25,7,11215,4352
M,35,14,78611,4353
M,50,14,08028,4354
M,35,16,85730,4355
F,35,9,83616,4356
M,35,17,04457,4357
M,18,4,33168,4358
F,25,9,98001,4359
M,35,15,83616,4360
M,25,17,85016,4361
M,35,14,91602,4362
M,25,18,98001,4363
F,50,16,46350,4364
M,18,15,02215,4365
M,35,0,52057,4366
M,18,17,22043,4367
M,50,7,30306,4368
M,25,16,07701,4369
F,18,4,63109,4370
M,35,17,75010,4371
M,50,12,32920,4372
M,18,4,43201,4373
F,25,5,40241,4374
F,25,5,27203,4375
M,25,0,32444,4376
M,18,17,06040,4377
M,25,4,27278,4378
F,25,1,37153,4379
M,25,4,65804,4380
M,25,18,14620,4381
F,18,4,93940,4382
M,25,0,43623,4383
M,25,4,93940,4384
M,25,5,74055,4385
F,18,4,63109,4386
M,45,3,75074,4387
M,25,4,48072,4388
M,25,0,11201,4389
F,18,4,43402,4390
M,18,4,43402,4391
M,18,4,43402,4392
M,25,4,43402,4393
M,50,6,43402,4394
M,18,1,44221,4395
M,18,4,43402,4396
F,18,4,43612,4397
F,18,4,43403,4398
F,18,4,43402,4399
M,18,4,10027,4400
F,18,14,43614,4401
M,25,15,90066,4402
M,25,1,57106,4403
M,25,14,98103,4404
M,25,16,80013,4405
M,18,4,02143,4406
F,45,2,19033,4407
M,25,14,65023,4408
M,18,19,40475,4409
M,18,4,92122,4410
M,18,4,16802,4411
M,1,13,37130,4412
M,25,4,40504,4413
M,18,0,02215,4414
M,18,4,02134,4415
M,25,15,02135,4416
F,50,0,02139,4417
F,45,12,15801,4418
M,25,15,92557,4419
M,45,0,90024,4420
M,25,5,10463,4421
M,18,4,52241,4422
M,25,7,94109,4423
M,35,7,98607,4424
M,45,17,93401,4425
M,18,0,51104,4426
M,25,14,46940,4427
M,25,5,85705,4428
F,25,0,94403,4429
M,1,14,80401,4430
M,25,12,21045,4431
M,25,0,43081,4432
F,35,7,60201,4433
M,25,7,76904,4434
M,25,12,19067,4435
F,35,5,47129,4436
M,50,0,11947,4437
M,35,6,37664,4438
M,35,1,81005,4439
M,18,4,98105,4440
M,50,15,94303,4441
M,56,2,91321,4442
F,25,12,80126,4443
M,25,3,19806,4444
M,18,18,60435,4445
M,45,5,32953,4446
M,25,14,06880,4447
M,25,12,27513,4448
M,25,15,60611,4449
M,25,14,30101,4450
F,25,7,78666,4451
M,35,0,95667,4452
M,25,20,111225,4453
M,35,7,27511,4454
F,35,2,49770,4455
M,35,14,95492,4456
F,25,4,15701-2017,4457
M,25,1,28027,4458
M,25,14,70005,4459
M,25,20,81101,4460
F,25,0,60156,4461
M,50,7,07405,4462
F,50,1,62052,4463
M,18,4,02148,4464
M,35,11,10022,4465
F,50,6,15333,4466
F,35,7,75601,4467
F,45,12,92037,4468
M,35,12,15089,4469
M,25,6,94108,4470
F,45,16,14424,4471
M,35,1,94121,4472
M,35,7,28805,4473
M,18,4,10020,4474
M,45,1,50588,4475
M,25,7,98908,4476
M,1,12,02138,4477
M,50,13,33015,4478
M,25,0,94403,4479
M,25,18,26104,4480
F,35,1,94044,4481
F,25,6,72703,4482
F,25,17,94613,4483
M,25,4,64112,4484
M,35,8,98674,4485
M,25,7,01850,4486
M,35,7,72703,4487
M,18,4,78613,4488
M,35,5,70123,4489
M,18,4,52405,4490
M,56,13,45322-3132,4491
F,1,10,10025,4492
M,45,0,33460,4493
M,18,4,22906,4494
M,45,2,06513,4495
M,50,0,29678,4496
M,50,7,76054,4497
M,25,6,62702,4498
M,50,7,76054,4499
M,25,17,94118,4500
M,50,0,01379,4501
M,56,1,85374,4502
F,25,0,65775,4503
M,50,7,39648,4504
M,50,16,29464,4505
M,18,4,61820,4506
M,25,20,15701,4507
M,25,7,38261,4508
M,45,7,92503,4509
M,35,7,62234,4510
M,25,1,16508,4511
M,56,0,61704,4512
M,18,3,48604,4513
M,56,13,29449,4514
M,18,4,53142,4515
F,18,1,48067,4516
M,25,0,80903,4517
M,50,7,38135,4518
M,25,4,45810,4519
M,35,12,15202,4520
M,45,1,81004,4521
M,18,2,55304,4522
M,25,2,55113,4523
M,25,14,10021,4524
M,25,20,10012,4525
M,18,0,38111,4526
M,25,14,27605,4527
M,35,6,84102,4528
F,35,1,92103,4529
M,18,4,85701,4530
M,25,7,10025,4531
M,25,12,53045,4532
M,18,4,72202,4533
M,18,19,17517,4534
M,18,12,53715,4535
F,45,1,01379,4536
M,25,12,0956456,4537
M,35,19,01054,4538
F,25,14,94301,4539
M,1,10,55427,4540
M,35,0,94610,4541
M,25,2,11105,4542
M,56,1,53705,4543
M,25,16,47274,4544
M,25,7,49686,4545
M,18,12,02115,4546
M,18,2,27514,4547
F,1,10,99016,4548
M,18,16,24541,4549
M,18,12,60622,4550
M,25,0,22306,4551
F,35,16,48237,4552
F,25,9,48306,4553
F,18,9,73008,4554
M,45,16,55011,4555
M,25,14,02134,4556
M,35,14,48217,4557
M,25,7,05346,4558
M,25,0,69301,4559
F,25,9,84037,4560
M,35,10,94133,4561
F,25,6,22903,4562
M,35,12,19107,4563
M,35,14,94085,4564
M,35,17,19473,4565
M,18,4,98105,4566
F,25,4,90034,4567
M,25,0,21532,4568
M,45,17,60185,4569
M,35,7,21013,4570
F,1,10,17036,4571
M,50,16,11963,4572
M,25,4,60614,4573
F,1,10,03608,4574
F,25,7,48237,4575
M,35,7,48306,4576
M,25,0,02134,4577
F,18,4,63332,4578
F,56,13,97113,4579
M,25,1,19103,4580
F,25,0,55408,4581
M,50,1,48371,4582
F,45,0,11372,4583
M,35,7,30324,4584
M,25,4,01604,4585
M,35,14,07920,4586
F,25,4,48042,4587
M,25,17,02139,4588
F,18,20,55104,4589
M,25,15,02143,4590
M,18,4,66044,4591
F,45,1,43202,4592
M,35,16,55303,4593
M,25,18,97034,4594
F,18,4,94611,4595
F,25,4,22207,4596
F,35,3,48237,4597
F,35,0,04287,4598
M,25,0,46240,4599
M,35,14,55415,4600
M,35,7,10021,4601
F,35,2,33619,4602
M,25,15,10461,4603
M,25,15,92656,4604
F,1,10,90291,4605
M,25,0,27403,4606
F,25,0,02144,4607
F,25,4,53951,4608
F,25,4,53951,4609
F,18,4,78705,4610
F,18,4,94702,4611
M,25,12,41042,4612
F,45,1,10469,4613
M,25,17,61615,4614
M,25,20,11717,4615
F,25,6,55433,4616
M,25,14,97202,4617
F,25,1,97225,4618
F,18,17,94606,4619
M,25,4,94305,4620
M,25,12,55433,4621
M,25,16,22207,4622
M,25,12,84062,4623
M,25,7,92691,4624
M,25,14,97219,4625
M,56,1,45224,4626
F,56,6,23225,4627
F,18,4,94309,4628
F,25,4,94610,4629
M,18,4,94111,4630
M,25,0,98040,4631
M,1,0,48302,4632
M,50,20,98119,4633
M,18,4,94703,4634
M,18,2,10010,4635
F,35,9,48302,4636
M,25,4,55417,4637
M,35,11,20895,4638
M,25,4,55417,4639
M,25,7,20016,4640
M,25,0,44691,4641
M,25,0,98115,4642
M,50,1,19481,4643
F,50,6,48094,4644
F,25,6,90405,4645
M,35,20,80222,4646
M,18,4,73071,4647
M,56,13,10025,4648
M,25,7,30041,4649
F,45,0,10036,4650
F,25,7,94115,4651
M,35,12,95051,4652
M,35,20,94574,4653
F,25,1,92037,4654
M,25,17,94041,4655
M,45,14,55416,4656
M,25,4,99163,4657
F,25,14,37076,4658
F,18,4,06074,4659
M,45,15,85255,4660
F,18,4,84109,4661
M,25,4,92037,4662
F,45,7,77006,4663
M,35,2,03431,4664
M,35,1,53704,4665
M,25,14,94117,4666
M,35,14,74012,4667
M,35,7,19004,4668
M,35,5,91343,4669
M,25,12,94043,4670
M,56,13,94306,4671
M,35,16,94705,4672
F,35,7,08318,4673
F,18,4,27514,4674
M,45,14,46038,4675
M,50,6,05055,4676
M,35,2,90292,4677
M,56,13,76051,4678
M,35,0,04473,4679
F,35,15,06119,4680
M,25,7,05346,4681
M,25,0,22101,4682
F,25,0,04473,4683
M,35,1,55454,4684
M,18,1,50201,4685
M,35,14,01746,4686
M,25,9,44310,4687
M,18,12,02215,4688
F,1,10,79605,4689
F,45,17,55419,4690
F,25,7,78703,4691
M,18,1,60626,4692
M,56,7,40505,4693
M,18,18,56002,4694
M,18,12,10027,4695
M,18,10,79605,4696
F,25,6,55417,4697
F,18,0,91765,4698
F,18,4,48109,4699
M,45,17,18036,4700
M,25,11,13031,4701
M,25,7,02035,4702
M,18,20,02601,4703
F,18,0,75115,4704
M,25,14,68502,4705
M,1,0,92804,4706
M,25,0,60647,4707
M,45,0,06804,4708
F,35,16,24450,4709
M,25,17,32250,4710
M,35,17,03824,4711
M,25,17,90245,4712
M,50,1,55405,4713
M,25,2,97205,4714
F,25,16,02465,4715
M,45,17,48310,4716
M,35,7,03885,4717
F,35,9,02816,4718
M,25,2,90035,4719
M,35,11,95405,4720
M,35,12,55122,4721
M,35,7,90014-1718,4722
F,56,6,01852,4723
M,35,5,96707-1321,4724
F,35,16,95828,4725
F,56,0,98801,4726
